,26,27,28,29,31,35,"2,28,19,22,3","2,29,19,22,3","2,31,19,22,3","2,35,17,21,3","2,35,17,24,3","2,35,17,25,3","2,35,17,26,3","2,35,17,28,3","2,35,17,29,3","2,35,17,30,3","2,35,17,31,3","2,35,17,32,3","2,35,17,2,22,14,3,3","2,35,17,2,21,19,22,3,3","2,35,17,2,23,19,22,3,3","2,35,17,2,26,19,22,3,3","2,35,17,2,27,19,22,3,3","2,35,17,2,28,19,22,3,3","2,35,17,2,29,19,22,3,3","2,35,17,2,30,19,22,3,3","2,35,17,2,31,19,22,3,3","2,35,17,2,32,19,22,3,3","2,35,17,2,33,19,22,3,3","2,35,17,2,2,22,14,3,19,22,3,3","2,35,17,2,35,19,23,3,3","2,35,17,2,34,9,3,3",36
0,2.0,4.0,2.0,0.0,0.0,0.0,0.04135649296939619,0.0,0.0,0.0,0.0,0.0,1.9998800071995682e-05,2e-05,0.0,0.0,0.0,0.0,7.84733852505159e-06,0.0,5.83073729132354e-07,9.948223610036813e-07,4.143295404267641e-06,4.135649296939619e-07,0.0,0.0,0.0,0.0,0.0,2.382563015808873e-06,0.0,9.99990000099999e-06,0.0
1,5.0,4.0,0.085,0.0,0.0,2100.0,0.0014891136028657252,0.0,0.0,0.02100978990210098,0.021,0.02099979000209998,0.021048737075775457,0.02100085,0.021,0.021,0.021,0.02099979000209998,0.02100615936405632,0.021003464478426367,0.020999973323280893,0.021002074092424685,0.021003475928894507,0.02100001489113603,0.021,0.021,0.021,0.02099995211737302,0.020999948658968773,0.021001665282051912,0.02099979119526987,0.02100978990210098,0.0
2,6.0,2.0,0.0,0.0,3.0,769.0,0.0,0.0,0.0260280042538107,0.007699923000769993,0.0077,0.007699923000769993,0.007749535027898327,0.007690000000000001,0.007690000000000001,0.0077,0.00772,0.0076899231007689925,0.007692540897251323,0.0076924231006349824,0.007690049648362701,0.007691745390400832,0.007691207358617247,0.007690000000000001,0.007690000000000001,0.007692551140065147,0.007690260280042539,0.007689982465838025,0.0076899811994033266,0.007690535692159102,0.007689925145589454,0.007699923000769993,0.0
3,5.0,1.0,3.5,0.0,0.0,0.0,0.05567889948195551,0.0,0.0,9.99990000099999e-06,1e-05,9.99990000099999e-06,4.9997000179989205e-05,3.5000000000000004e-05,0.0,0.0,0.0,9.99990000099999e-06,5.224902562504951e-06,3.1875319898056294e-06,5.009056347923689e-08,1.9133500747724938e-06,7.96883431888468e-07,5.567889948195551e-07,0.0,0.0,0.0,3.3328914233746044e-06,0.0,1.3193273490170531e-06,0.0,9.99990000099999e-06,0.0
4,5.0,1.0,8.0,1.0,0.0,2028.0,0.278612163162248,0.6978193146417445,0.0,0.02028979710202898,0.020290000000000002,0.02028979710202898,0.020328780273183612,0.020360000000000003,0.020290000000000002,0.020280000000000003,0.020280000000000003,0.02028979710202898,0.02029303132406989,0.02028693395372658,0.020284046106138653,0.02028415687047136,0.020281711377263322,0.020282786121631625,0.02028697819314642,0.020280000000000003,0.020280000000000003,0.020287250159364455,0.0202799504192327,0.02028582483587441,0.020279912428148448,0.02028979710202898,1.0
5,13.0,1.0,10.0,1.0,0.0,0.0,0.25448235974551764,0.5099065420560748,0.0,9.99990000099999e-06,0.0,0.0,0.00012999220046797192,0.0001,1e-05,0.0,0.0,9.99990000099999e-06,9.922977299171963e-06,5.099054301127692e-06,5.381814360021637e-07,7.957980498639374e-06,1.2747642702453525e-06,2.5448235974551766e-06,5.099065420560748e-06,0.0,0.0,5.331583934499172e-06,0.0,3.5023197774504093e-06,0.0,9.99990000099999e-06,0.0
6,8.0,4.0,5.25,1.0,1.0,0.0,0.08707718427582604,0.33233644859813083,0.011817617866004963,9.99990000099999e-06,0.0,0.0,7.999520028798273e-05,5.25e-05,1e-05,1e-05,1e-05,0.0,5.642187386716117e-06,3.3233572387848373e-06,4.2247681127469944e-07,3.1918090066728647e-06,3.323359050580992e-06,8.707718427582605e-07,3.3233644859813085e-06,3.474918566775245e-06,1.1817617866004964e-07,0.0,0.0,1.4664287249891183e-06,0.0,9.99990000099999e-06,1.0
7,7.0,1.0,1.46,1.0,7.0,2954.0,0.01763291603699074,0.241993769470405,0.06023573200992555,0.029549704502954972,0.029550000000000003,0.029549704502954972,0.029608223506589607,0.029554600000000004,0.029550000000000003,0.029550000000000003,0.02961,0.02953970460295397,0.029542427626153143,0.02954235551511258,0.02954067138002621,0.029541987225732896,0.02954055667042912,0.029540176329160374,0.029542419937694707,0.02954253029315961,0.029540602357320103,0.029539932645104714,0.02953992778028274,0.02954050946792083,0.029539791879353936,0.029549704502954972,1.0
8,0.0,4.0,2.0,1.0,0.0,0.0,0.03441606497633662,0.344797507788162,0.0,0.0,1e-05,9.99990000099999e-06,0.0,2e-05,1e-05,0.0,0.0,0.0,6.0102814168284814e-06,0.0,2.426112794750712e-07,0.0,3.447969438679267e-06,3.441606497633662e-07,3.4479750778816202e-06,0.0,0.0,0.0,1.9327977334506377e-06,1.6026263024783193e-06,0.0,9.99990000099999e-06,0.0
9,9.0,1.0,0.085,0.0,12.0,3.0,0.0016165102582759627,0.0,0.1626019142148174,2.999970000299997e-05,4e-05,3.999960000399996e-05,0.00011999280043197409,3.0850000000000004e-05,3.0000000000000004e-05,4e-05,0.00015000000000000001,3.999960000399996e-05,3.701021119081249e-05,2.999993457958191e-05,3.190631001805132e-05,3.41171710752631e-05,3.0952597351670994e-05,3.001616510258276e-05,3.0000000000000004e-05,3.398436482084691e-05,3.162601914214817e-05,3.3984287332243866e-05,2.9999926655669673e-05,3.200532100666699e-05,2.9999845433363852e-05,3.999960000399996e-05,0.0
10,2.0,4.0,0.25,0.0,0.0,0.0,0.002526477484032662,0.0,0.0,9.99990000099999e-06,0.0,0.0,1.9998800071995682e-05,2.5e-06,0.0,0.0,0.0,0.0,6.877301715167067e-07,2.0249177026716763e-06,0.0,4.861913794378894e-07,2.0249188065969673e-06,2.5264774840326622e-08,0.0,0.0,0.0,0.0,0.0,1.2835797930087758e-07,0.0,9.99990000099999e-06,0.0
11,6.0,2.0,0.29,0.0,0.0,3.0,0.0088678893262934,0.0,0.0,3.999960000399996e-05,4e-05,3.999960000399996e-05,8.999460032398057e-05,3.29e-05,3.0000000000000004e-05,3.0000000000000004e-05,3.0000000000000004e-05,2.999970000299997e-05,4.175957921409313e-05,3.612702402206599e-05,3.065811487967039e-05,3.4413373823351415e-05,3.3063497326055776e-05,3.0088678893262937e-05,3.0000000000000004e-05,3.0000000000000004e-05,3.0000000000000004e-05,2.999993159624717e-05,2.9999926655669673e-05,3.47576315528883e-05,2.999973122996043e-05,3.999960000399996e-05,0.0
12,6.0,2.0,0.5,1.0,3.0,147.0,0.007618301336467719,0.3052959501557632,0.0325682382133995,0.0014699853001469987,0.0014700000000000002,0.0014699853001469987,0.0015299082055076697,0.0014750000000000002,0.0014800000000000002,0.0014800000000000002,0.0015,0.0014699853001469987,0.0014747914260438734,0.0014699967943995137,0.00147014563135881,0.0014721967719734754,0.0014715240730525285,0.0014700761830133647,0.0014730529595015577,0.0014731921824104235,0.001470325682382134,0.0014699966482161113,0.001469996406127814,0.001471174614801339,0.0014699859950491406,0.0014799852001479987,0.0
