,"2,25,12,3","2,22,18,2,25,13,3,3","2,22,18,2,25,12,3,3","2,2,22,18,2,25,13,3,3,7,3","2,2,2,22,18,2,25,13,3,3,7,3,13,3","2,2,2,22,18,2,25,13,3,3,7,3,16,3","2,2,2,25,12,3,13,3,16,3","2,2,2,2,22,18,2,25,13,3,3,7,3,13,3,16,3","2,2,22,18,2,25,13,3,3,16,3","2,2,22,18,2,25,12,3,3,16,3","2,2,22,18,2,25,13,3,3,19,2,2,22,18,2,25,13,3,3,7,3,3","2,2,22,18,2,25,12,3,3,19,2,2,22,18,2,25,13,3,3,7,3,3",26
0,0.0,11.5,12.0,-0.8754521746884285,0.29412108568621786,-0.6709610005425525,0.125,0.025443595420554795,0.4085707574079667,0.42200771893524114,-10.067700008916928,-10.505426096261143,1.0
1,0.3598265895953757,0.2689414213699951,0.6401734104046243,0.2657110601561549,0.5660396750263913,0.018759829915118414,0.20433486169315754,0.1813596290711612,0.0002736876795447489,0.0002936052209123623,0.07146071019212458,0.17010115556239397,1.0
2,0.9942196531791907,10.0,10.00578034682081,-0.5440211108893698,0.3672526661823787,-0.16100792714381187,0.38889003981877446,0.04953302737050535,0.268733850129199,0.24473765880568846,-5.440211108893697,-5.443355739592481,0.0
3,0.0,-0.5,0.0,-0.479425538604203,0.38238778509657523,-0.11019540730213864,0.125,0.05591290184797617,0.0002349072116513977,0.0002295678879847471,0.2397127693021015,-0.0,1.0
4,0.40028901734104044,3.1978161114414183,3.5997109826589595,-0.05619384141776447,0.4859552352698253,-0.00017744597985702205,0.21466044419679192,0.11475953917094386,0.009047540311825033,0.011614835409458226,-0.1796975714495113,-0.20228158810932267,1.0
5,0.4588150289017341,1.0997504891196852,1.541184971098266,0.8910941551536857,0.7091159161623206,0.707572238660185,0.23004557139739254,0.35657566413828806,0.0006255497113145181,0.0011230886257205905,0.9799812329819585,1.3733409197563669,1.0
6,0.0,11.5,12.0,-0.8754521746884285,0.29412108568621786,-0.6709610005425525,0.125,0.025443595420554795,0.4085707574079667,0.42200771893524114,-10.067700008916928,-10.505426096261143,1.0
7,0.48554913294797686,0.06913842034334672,0.5144508670520231,0.06908335183560563,0.5172639724655921,0.0003297009529854437,0.23724260259417462,0.13840019190340938,0.0002685541098765934,0.00026280107955846236,0.004776313817937415,0.03553999025068729,1.0
8,0.4588150289017341,6.099750489119685,6.541184971098266,-0.18240783477288608,0.45452406339491225,-0.006069186240630346,0.23004557139739254,0.0939010917590531,0.061197529645879094,0.06854355465582791,-1.1126422793751747,-1.193163387426978,1.0
9,0.0,11.5,12.0,-0.8754521746884285,0.29412108568621786,-0.6709610005425525,0.125,0.025443595420554795,0.4085707574079667,0.42200771893524114,-10.067700008916928,-10.505426096261143,1.0
10,0.45231213872832365,8.109096821195614,8.547687861271676,0.9676342338214515,0.7246476993580764,0.9060114253993433,0.22831067316376366,0.38052286083328013,0.1434232125765567,0.15266513261907078,7.846639689561586,8.27103539458654,1.0
11,0.8367052023121387,4.1944225870338414e-13,0.16329479768786126,4.1944225870338414e-13,0.5000000000001049,7.379323508727729e-38,0.33973355909590325,0.1250000000000787,0.0002684653847444545,0.00023063070228097277,1.7593180838619663e-25,6.849273877670868e-14,0.0
12,0.5505780346820809,15.01798620996209,15.449421965317919,0.6365194881182549,0.6539662629328455,0.2578903636458008,0.2551654517806139,0.2796829765828447,0.9096024041643582,0.9003011413287331,9.559240894932081,9.833858161087084,1.0
13,0.0,12.5,13.0,-0.06632189735120068,0.4834256005547878,-0.0002917231042849522,0.125,0.11297671332639007,0.5246149199637572,0.5364833860886922,-0.8290237168900085,-0.8621846655656089,1.0
14,0.426300578034682,13.154465265083534,13.573699421965317,0.5547767817557655,0.6352431291421583,0.17074768755076714,0.2214340736087338,0.2563420948673526,0.6113622862702018,0.6106583801684564,7.297791905481046,7.530373281838013,1.0
15,0.41184971098265893,6.182425523806357,6.588150289017341,-0.10058937537971027,0.4748738385907027,-0.00101778567512017,0.21765805203841473,0.10708650217537302,0.06370872869946728,0.07002561606618397,-0.6218863217712596,-0.6626979224799121,1.0
16,0.0,2.5,3.0,0.5984721441039565,0.6453066791364465,0.21435411388428272,0.125,0.2687190655828636,0.004463237021376557,0.006819851498098129,1.4961803602598913,1.7954164323118698,1.0
17,0.0,7.5,8.0,0.9379999767747389,0.7186954850693743,0.8252936106961816,0.125,0.3712228919598018,0.1135272995738112,0.12520087190198664,7.034999825810542,7.503999814197911,1.0
18,0.6632947976878613,8.000675082730632,8.336705202312139,0.9892597966272926,0.7289416935341666,0.9681242068837381,0.2874961701640556,0.3873275370952962,0.137757542688619,0.1416537494226538,7.914746205223152,8.247167292980999,1.0
19,0.0,6.5,7.0,0.21511998808781552,0.5535735559827321,0.009955023635961388,0.125,0.16963911868861659,0.07399577167019028,0.08395057819423993,1.398279922570801,1.5058399166147085,1.0
20,0.5599710982658959,11.014774031693273,11.440028901734104,-0.9998156905746295,0.2689776603456122,-0.9994471736275203,0.25780087257666573,0.019460259843536935,0.35903759984048517,0.36567429962255815,-11.012743905020905,-11.437920396581003,1.0
