,21,25,27,"2,21,5,3","2,2,21,5,3,5,3","2,25,5,3","2,2,25,5,3,5,3","2,2,2,21,5,3,5,3,5,3","2,2,2,23,5,3,5,3,5,3","2,2,2,2,21,5,3,5,3,5,3,5,3","2,2,38,5,3,5,3","2,2,2,2,2,21,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,24,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,27,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,38,5,3,5,3,5,3,5,3,5,3","2,2,2,38,5,3,5,3,5,3","2,2,27,5,3,5,3","2,2,2,2,2,2,21,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,2,40,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,23,5,3,5,3,5,3,5,3","2,2,2,2,26,5,3,5,3,5,3,5,3","2,2,2,27,5,3,5,3,5,3","2,2,2,40,5,3,5,3,5,3","2,2,2,2,2,2,2,21,5,3,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,2,27,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,2,28,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,23,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,26,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,32,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,34,5,3,5,3,5,3,5,3,5,3","2,2,2,2,27,5,3,5,3,5,3,5,3","2,2,2,2,2,2,2,2,21,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,2,2,24,5,3,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,2,2,27,5,3,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,2,2,31,5,3,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,2,23,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,2,26,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,2,32,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,2,34,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,2,36,5,3,5,3,5,3,5,3,5,3,5,3","2,2,2,2,2,40,5,3,5,3,5,3,5,3,5,3","2,2,2,32,5,3,5,3,5,3",41
0,3.0,1582.0,3.0,1.7320508075688772,1.3160740129524924,39.774363602702685,6.3066919698604815,1.147202690439877,1.0,1.0710754830729146,1.0,1.0349277670798647,1.0575897342418854,1.0349277670798647,1.0,1.0,1.3160740129524924,1.0173139963058921,1.0,1.0,1.0710754830729146,1.147202690439877,1.0,1.0086198472694716,1.0173139963058921,1.0218971486541166,1.0,1.0349277670798647,0.0,1.0,1.0710754830729146,1.0043006757288733,1.014096553300555,1.0086198472694716,1.0108892860517005,1.0,1.0173139963058921,0.0,1.0,1.0108892860517005,1.0,0.0,1.0
1,3.0,10875.0,3.0,1.7320508075688772,1.3160740129524924,104.28326807307106,10.211917942926835,1.147202690439877,1.0905077326652577,1.0710754830729146,1.189207115002721,1.0349277670798647,1.0442737824274138,1.0349277670798647,1.0218971486541166,1.0905077326652577,1.3160740129524924,1.0173139963058921,1.0,1.0442737824274138,1.0442737824274138,1.147202690439877,1.0,1.0086198472694716,1.0173139963058921,1.0108892860517005,1.0218971486541166,1.0218971486541166,0.0,1.0,1.0710754830729146,1.0043006757288733,1.0108892860517005,1.0086198472694716,1.0054299011128027,1.0108892860517005,1.0108892860517005,0.0,1.0,1.0108892860517005,1.0,0.0,1.0
2,0.0,2101.0,2.0,0.0,0.0,45.83666654546336,6.770278173418236,0.0,1.147202690439877,0.0,1.0,0.0,1.0575897342418854,1.0218971486541166,1.0,1.0,1.189207115002721,0.0,1.0,1.0710754830729146,1.0442737824274138,1.0905077326652577,1.0,0.0,1.0108892860517005,1.0108892860517005,1.0349277670798647,1.0218971486541166,1.0,1.0,1.0442737824274138,0.0,1.014096553300555,1.0054299011128027,1.0108892860517005,1.0173139963058921,1.0108892860517005,1.0,1.0,1.0,1.0,1.0,1.0
3,0.0,3213.0,2.0,0.0,0.0,56.68333088307355,7.528833301586213,0.0,1.147202690439877,0.0,1.0,0.0,1.0575897342418854,1.0218971486541166,1.0,1.0,1.189207115002721,0.0,1.0,1.0710754830729146,1.0,1.0905077326652577,1.0,0.0,1.0108892860517005,1.0,1.0349277670798647,1.0,1.0349277670798647,1.0,1.0442737824274138,0.0,1.014096553300555,1.0054299011128027,1.0086198472694716,1.0173139963058921,1.0,1.0173139963058921,1.0,1.0,1.0,1.147202690439877,1.0
4,3.0,1505.0,0.0,1.7320508075688772,1.3160740129524924,38.79432948254165,6.228509410969983,1.147202690439877,1.147202690439877,1.0710754830729146,1.0,1.0349277670798647,1.0575897342418854,0.0,1.0,1.0,0.0,1.0173139963058921,1.0,1.0710754830729146,1.0442737824274138,0.0,1.0,1.0086198472694716,0.0,1.0218971486541166,1.0349277670798647,1.0218971486541166,1.0218971486541166,1.0,0.0,1.0043006757288733,1.014096553300555,0.0,1.0054299011128027,1.0173139963058921,1.0108892860517005,1.0108892860517005,1.0,1.0,1.0,1.0905077326652577,1.0
5,3.0,2288.0,2.0,1.7320508075688772,1.3160740129524924,47.83304297240559,6.916143648913431,1.147202690439877,1.0,1.0710754830729146,1.0,1.0349277670798647,1.0349277670798647,1.0218971486541166,1.0,1.0,1.189207115002721,1.0173139963058921,1.0,1.0,1.0442737824274138,1.0905077326652577,1.0,1.0086198472694716,1.0108892860517005,1.0218971486541166,1.0,1.0218971486541166,1.0,1.0,1.0442737824274138,1.0043006757288733,1.0086198472694716,1.0054299011128027,1.0108892860517005,1.0,1.0108892860517005,1.0,1.0,1.0,1.0,1.0,1.0
6,2.0,1445.0,1.0,1.4142135623730951,1.189207115002721,38.01315561749642,6.165480972113727,1.0905077326652577,0.0,1.0442737824274138,1.0,1.0218971486541166,1.0575897342418854,1.0,1.0,1.0,1.0,1.0108892860517005,1.0,0.0,1.0905077326652577,1.0,1.0,1.0054299011128027,1.0,1.0218971486541166,0.0,1.0442737824274138,0.0,0.0,1.0,1.0027112750502025,1.014096553300555,1.0,1.0108892860517005,0.0,1.0218971486541166,0.0,0.0,1.0,1.0,0.0,1.0
7,1.0,1333.0,4.0,1.0,1.0,36.51027252705737,6.042373087376959,1.0,1.0905077326652577,1.0,1.189207115002721,1.0,1.0442737824274138,1.0442737824274138,1.0218971486541166,1.0905077326652577,1.4142135623730951,1.0,1.0,1.0442737824274138,1.0442737824274138,1.189207115002721,1.0,1.0,1.0218971486541166,1.0218971486541166,1.0218971486541166,1.0218971486541166,1.0349277670798647,1.0,1.0905077326652577,1.0,1.0108892860517005,1.0108892860517005,1.0054299011128027,1.0108892860517005,1.0108892860517005,1.0173139963058921,1.0,1.0108892860517005,1.0,1.147202690439877,0.0
8,3.0,5150.0,3.0,1.7320508075688772,1.3160740129524924,71.76350047203663,8.471334043232897,1.147202690439877,1.0,1.0710754830729146,1.0,1.0349277670798647,1.0349277670798647,1.0349277670798647,1.0,1.0,1.3160740129524924,1.0173139963058921,1.0,1.0,1.0442737824274138,1.147202690439877,1.0,1.0086198472694716,1.0173139963058921,1.0218971486541166,1.0,1.0218971486541166,0.0,1.0,1.0710754830729146,1.0043006757288733,1.0086198472694716,1.0086198472694716,1.0108892860517005,1.0,1.0108892860517005,0.0,1.0,1.0,1.0,0.0,1.0
9,3.0,4811.0,1.0,1.7320508075688772,1.3160740129524924,69.36137253543934,8.328347527297318,1.147202690439877,1.147202690439877,1.0710754830729146,1.0,1.0349277670798647,1.0710754830729146,1.0,1.0,1.0,1.0,1.0173139963058921,1.0,1.0710754830729146,1.0905077326652577,1.0,1.0,1.0086198472694716,1.0,1.0108892860517005,1.0349277670798647,1.0442737824274138,1.0,1.0218971486541166,1.0,1.0043006757288733,1.0173139963058921,1.0,1.0108892860517005,1.0173139963058921,1.0218971486541166,1.0,1.0108892860517005,1.0,1.0,1.0,1.0
