,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,"2,28,19,35,3","2,28,19,59,3","2,2,28,19,35,3,19,2,28,19,59,3,3","2,2,28,19,35,3,19,21,3","2,2,28,19,35,3,19,22,3","2,2,28,19,35,3,19,23,3","2,2,28,19,35,3,19,24,3","2,2,28,19,35,3,19,25,3","2,2,28,19,35,3,19,26,3","2,2,28,19,35,3,19,27,3","2,2,28,19,35,3,19,29,3","2,2,28,19,35,3,19,30,3","2,2,28,19,35,3,19,31,3","2,2,28,19,35,3,19,32,3","2,2,28,19,35,3,19,33,3","2,2,28,19,35,3,19,34,3","2,2,28,19,35,3,19,36,3","2,2,28,19,35,3,19,37,3","2,2,28,19,35,3,19,38,3","2,2,28,19,35,3,19,39,3","2,2,28,19,35,3,19,40,3","2,2,28,19,35,3,19,41,3","2,2,28,19,35,3,19,42,3","2,2,28,19,35,3,19,43,3","2,2,28,19,35,3,19,44,3","2,2,28,19,35,3,19,45,3","2,2,28,19,35,3,19,46,3","2,2,28,19,35,3,19,47,3","2,2,28,19,35,3,19,48,3","2,2,28,19,35,3,19,49,3","2,2,28,19,35,3,19,51,3","2,2,28,19,35,3,19,52,3","2,2,28,19,35,3,19,53,3","2,2,28,19,35,3,19,54,3","2,2,28,19,35,3,19,55,3","2,2,28,19,35,3,19,56,3","2,2,28,19,35,3,19,57,3","2,2,28,19,35,3,19,58,3","2,2,28,19,35,3,19,60,3","2,2,28,19,35,3,19,61,3","2,2,28,19,35,3,19,2,2,28,19,35,3,19,2,28,19,59,3,3,3",62
0,5.188,3.1467,5.0,0.0,0.0,1.0,4.0,40.0,2.0,1.0,0.0,0.0,5.069,1.781,10.7,4.0,1.026,1.093,0.0,0.0,0.0,1.461,1.0,1.0,0.0,0.0,2.35,0.0,1.0,0.0,3.228,0.0,4.0,0.0,0.0,6.914,2.135,0.0,13.183,0.0,5.0,428.0,527.3199999999999,0.4910385670844104,0.6266962703536073,0.427233120515926,0.34315289392060067,0.0,0.0,0.08269964728600433,0.22449740904812682,0.07483246968270893,0.07483246968270893,0.0,0.5324980739740284,0.6271780503521894,0.4711154998842409,0.08979896361925073,0.6445775851909805,0.6566216484650118,0.0,0.0,0.0,0.6363171770525817,0.05490446302729612,0.7042606949308862,0.0,0.0,0.600056204111033,0.5707439469352693,0.7042606949308862,0.22137822480119362,0.0,0.2817042779723545,0.0,0.0,0.48411363866846246,0.39676755455879525,0.0,0.0,0.19909174346630673,0.3458191624927335,0.0
1,5.014,2.6689,1.0,0.0,0.0,0.0,4.0,57.1,0.0,0.0,0.0,0.0,3.647,0.0,10.384,0.0,0.981,1.075,0.0,0.0,0.0,1.419,6.0,0.0,0.0,0.0,2.469,-0.001,0.0,0.0,1.305,0.0,0.0,0.0,0.0,4.345,1.885,0.0,9.171,0.0,0.0,592.9264000000001,523.6641,0.6755401729997486,0.8390705744653344,0.501994424386869,0.09507682712239424,0.0,0.0,0.0,0.3110057022341899,0.0,0.0,0.0,0.5324980739740284,0.6251170458433831,0.0,0.0,0.8537955057134362,0.8946651449119865,0.0,0.0,0.0,0.8561755967859693,0.4563687701874924,0.0,0.0,0.0,0.8733778565729887,0.5688982264813885,0.0,0.123984931064662,0.0,0.0,0.0,0.0,0.4214681318481002,0.48529592503681956,0.0,0.0,0.0,0.6590853378552765,0.0
2,4.922,3.5441,0.0,0.0,5.0,0.0,3.0,41.2,0.0,2.0,7.0,0.0,3.486,1.258,10.152,4.0,1.05,1.137,0.0,1.0,0.0,1.254,1.0,0.0,0.0,0.0,2.309,0.005,0.0,20.471,1.768,0.0,2.0,5.0,2.0,3.88,3.292,3.0,8.746,0.0,0.0,418.2624,360.33520000000004,0.32790882539473143,0.581037025878028,0.470241112988389,0.0,0.0,0.2646783307892905,0.0,0.16454233370721597,0.0,0.14625985218419196,0.27852556632407766,0.5324980739740284,0.4215033187041029,0.3251989769618404,0.08775591131051518,0.6446473378071842,0.6675142723453538,0.0,0.37546505343115516,0.0,0.5337354187737693,0.05365530952455173,0.0,0.0,0.0,0.5761732044991544,0.5772539915779875,0.0,0.11849190762193064,0.0,0.1376475553679721,0.22105203676514099,0.3366156104533251,0.26549400837896,0.5978650332928611,0.3978936661772537,0.0,0.0,0.22567924099584,0.0
3,5.35,2.9783,1.0,0.0,2.0,0.0,5.0,40.0,0.0,4.0,2.0,0.0,3.843,1.024,10.837,9.0,1.041,1.117,0.0,0.0,0.0,1.251,3.0,0.0,0.0,0.0,2.443,0.0,0.0,21.831,1.871,0.0,3.0,2.0,4.0,4.738,3.078,1.0,9.706,0.0,0.0,433.48,388.24,0.36615665700302497,0.6545400425811528,0.40954658630645824,0.06950930675546822,0.0,0.1097232386468797,0.0,0.2842147689082419,0.0,0.3031624201687913,0.08247403850526176,0.5324980739740284,0.4815753396989772,0.2743397419479454,0.20463463361393414,0.6623748947581531,0.6796315067448698,0.0,0.0,0.0,0.5518309267686486,0.16682233621312373,0.0,0.0,0.0,0.6317901209820217,0.5707439469352693,0.0,0.12995723353139793,0.0,0.21398335937287888,0.09163782056140195,0.6977253265859297,0.33599923981493746,0.5793382225648965,0.13745673084210291,0.0,0.0,0.26117143840750084,0.0
4,4.826,2.731,0.0,0.0,6.0,0.0,0.0,25.0,3.0,3.0,9.0,0.0,3.525,1.654,10.121,0.0,1.007,1.163,0.0,0.0,0.0,1.12,1.0,0.0,0.0,0.0,2.303,-0.001,0.0,0.0,1.916,0.0,0.0,3.0,3.0,3.396,2.5,3.0,8.023,0.0,0.0,253.025,200.575,0.11041747860248985,0.3446387645504835,0.21920524315039627,0.0,0.0,0.1921384317059154,0.0,0.0,0.06635917865000267,0.13271835730000534,0.21663276545070673,0.5324980739740284,0.2578382502867109,0.2586536689700728,0.0,0.37400462552467273,0.4130421896715841,0.0,0.0,0.0,0.2883773311241453,0.03245841532121869,0.0,0.0,0.0,0.3476463472530146,0.5699563054710958,0.0,0.07768131053406596,0.0,0.0,0.08023435757433582,0.30544999323971955,0.14057409259966974,0.2746615993243428,0.24070307272300742,0.0,0.0,0.045971739932642725,1.0
5,4.802,2.6247,0.0,0.0,4.0,0.0,2.0,39.1,0.0,2.0,9.0,-0.538,3.601,1.489,10.297,3.0,1.027,1.137,0.0,0.0,0.0,1.245,3.0,0.0,0.0,1.0,2.386,-0.001,0.0,10.865,2.684,0.0,0.0,4.0,2.0,3.936,2.512,3.0,8.751,0.0,0.0,402.6127,342.1641,0.2997226078710133,0.5456611067292934,0.3352223339666511,0.0,0.0,0.20382010410798462,0.0,0.105590546728821,0.0,0.140787395638428,0.34470547418862074,0.4761315065244197,0.41911710151643045,0.37051165366084265,0.06335432803729259,0.6069347211414842,0.6425385678404233,0.0,0.0,0.0,0.5100778720300234,0.15494322968319996,0.0,0.0,0.26650074771422916,0.5731102931939762,0.5694906539542481,0.0,0.17315202986267017,0.0,0.0,0.1702249255252448,0.3240208055678958,0.25924878735059564,0.43913859453067966,0.3830060824318007,0.0,0.0,0.19856223600465328,0.0
6,5.164,3.0492,0.0,0.0,1.0,0.0,0.0,26.7,2.0,6.0,1.0,-0.462,3.592,1.437,10.493,9.0,1.042,1.155,0.0,0.0,0.0,1.083,1.0,0.0,0.0,0.0,2.402,-0.001,0.0,10.741,2.081,0.0,0.0,3.0,5.0,3.551,3.256,1.0,8.338,0.0,0.0,280.1631,222.62459999999996,0.1357005718243958,0.4083292974624579,0.2709958557742838,0.0,0.0,0.03545769433578207,0.0,0.0,0.04898433805365362,0.29390602832192175,0.02665195891062275,0.4988155403179523,0.29091897766169966,0.24882121522531958,0.13225771274486478,0.4285117376820408,0.45419691971003556,0.0,0.0,0.0,0.30875859275352796,0.035939730293370706,0.0,0.0,0.0,0.4014802966551872,0.5698718272858615,0.0,0.09342016283769594,0.0,0.0,0.08883986303540917,0.5636848598690437,0.16275553996887346,0.3960863106856947,0.08883986303540914,0.0,0.0,0.06255791906447751,1.0
7,4.596,3.2643,0.0,0.0,0.0,0.0,2.0,42.9,0.0,2.0,0.0,0.0,3.025,0.875,9.54,4.0,1.022,1.119,0.0,0.0,0.0,1.223,1.0,0.0,0.0,0.0,2.175,0.047,0.0,0.0,1.069,0.0,2.0,0.0,2.0,3.651,2.917,0.0,8.003,0.0,0.0,409.26599999999996,343.32869999999997,0.30571262019476314,0.530883295877146,0.42380056954770434,0.0,0.0,0.0,0.0,0.10733546333118069,0.0,0.1431139511082409,0.0,0.5324980739740284,0.3578951691725235,0.2213265041345967,0.08586837066494454,0.6139607840091017,0.6428165054911514,0.0,0.0,0.0,0.5093446935163873,0.05250123823675086,0.0,0.0,0.0,0.5310620006849875,0.6306221366769696,0.0,0.07010370604287382,0.0,0.13468689606148787,0.0,0.32937535008595215,0.24445091858535728,0.5183661077540576,0.0,0.0,0.0,0.20587741950428592,1.0
8,5.175,3.9016,0.0,0.0,0.0,1.0,0.0,29.6,3.0,3.0,0.0,-0.239,3.227,1.859,10.165,3.0,1.002,1.146,0.0,0.0,0.0,1.146,0.0,0.0,0.0,0.0,2.175,0.014,0.0,10.355,3.341,0.0,0.0,0.0,0.0,3.389,2.538,0.0,7.979,0.0,0.0,300.884,236.1784,0.1546097441552359,0.4394635117488786,0.37239825796309484,0.0,0.0,0.0,0.058137852042061046,0.0,0.07891083928041658,0.15782167856083315,0.0,0.5137848404334827,0.2806873562134583,0.3456990517362252,0.047346503568249945,0.4425383220994521,0.483988427837196,0.0,0.0,0.0,0.3508838452335988,0.0,0.0,0.0,0.0,0.3904259308471796,0.5838566512146474,0.0,0.16107686749991756,0.0,0.0,0.0,0.0,0.16681874000253627,0.3315776232269632,0.0,0.0,0.0,0.07654655280088264,1.0
9,4.562,3.7287,2.0,0.0,0.0,0.0,0.0,25.0,1.0,2.0,0.0,-1.21,3.184,0.918,9.184,0.0,1.134,1.142,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,2.0,-0.271,0.0,9.435,1.521,0.0,0.0,0.0,1.0,3.976,4.037,0.0,8.593,0.0,2.0,229.6,214.825,0.10731348419520656,0.29562457814091325,0.2715783407368701,0.07363355555529898,0.0,0.0,0.0,0.0,0.020071886727978938,0.08028754691191575,0.0,0.46020293504059845,0.21133417523640435,0.13026695733521693,0.0,0.3821809253267131,0.36803511174936765,0.0,0.0,0.0,0.2780343836685515,0.0,0.0,0.0,0.0,0.27395685914474677,0.3770543426383719,0.0,0.05595755152797985,0.0,0.0,0.0,0.09239049955253383,0.14934560040666411,0.4024622358076183,0.0,0.0,0.042720994672770116,0.04054299811218549,1.0
