,21,22,23,32,"2,21,12,3","2,23,12,3","2,24,12,3","2,28,12,3","2,22,13,3","2,25,11,3","2,22,12,3","2,2,21,12,3,12,3","2,2,22,12,3,12,3","2,2,23,12,3,12,3","2,2,24,12,3,12,3","2,2,25,12,3,12,3","2,2,26,12,3,12,3","2,2,27,12,3,12,3","2,2,31,12,3,12,3","2,2,32,12,3,12,3","2,2,33,12,3,12,3","2,2,34,12,3,12,3","2,2,35,12,3,12,3","2,2,36,12,3,12,3","2,2,40,12,3,12,3","2,31,12,3","2,2,2,21,12,3,12,3,12,3","2,2,2,22,12,3,12,3,12,3","2,2,2,23,12,3,12,3,12,3","2,2,2,24,12,3,12,3,12,3","2,2,2,25,12,3,12,3,12,3","2,2,2,26,12,3,12,3,12,3","2,2,2,28,12,3,12,3,12,3","2,2,2,29,12,3,12,3,12,3","2,2,2,30,12,3,12,3,12,3","2,2,2,31,12,3,12,3,12,3","2,2,2,32,12,3,12,3,12,3","2,2,2,33,12,3,12,3,12,3","2,2,2,34,12,3,12,3,12,3","2,2,2,39,12,3,12,3,12,3","2,2,2,40,12,3,12,3,12,3","2,2,22,13,3,12,3",41
0,1.0,12.0,3.0,2.0,0.40818030050083476,0.7086811352253757,1.0,0.44407345575959933,0.9999938558253978,-0.6094060357531876,0.27378964941569284,0.40818030050083476,0.27378964941569284,0.7086811352253757,1.0,0.667779632721202,0.4666110183639399,0.807178631051753,1.0,0.6343906510851419,0.5834724540901502,0.5459098497495827,0.0,0.0,1.0,1.0,0.40818030050083476,0.27378964941569284,0.7086811352253757,1.0,0.667779632721202,0.4666110183639399,0.44407345575959933,1.0,1.0,1.0,0.6343906510851419,0.5834724540901502,0.5459098497495827,1.0,1.0,0.27378964941569284,0.0
1,1.0,24.0,3.0,0.0,0.40818030050083476,0.7086811352253757,0.7328881469115192,1.0,0.9999999999622486,-0.8097007752931376,0.676126878130217,0.40818030050083476,0.676126878130217,0.7086811352253757,0.7328881469115192,0.3689482470784641,0.4666110183639399,1.0,0.26961602671118534,0.0,0.40484140233722876,1.0,0.4582637729549249,0.0,1.0,0.26961602671118534,0.40818030050083476,0.676126878130217,0.7086811352253757,0.7328881469115192,0.3689482470784641,0.4666110183639399,1.0,1.0,1.0,0.26961602671118534,0.0,0.40484140233722876,1.0,0.0,1.0,0.676126878130217,0.0
2,1.0,36.0,3.0,2.0,0.40818030050083476,0.7086811352253757,0.12687813021702837,1.0,0.9999999999999998,-0.7899660408790926,0.8647746243739567,0.40818030050083476,0.8647746243739567,0.7086811352253757,0.12687813021702837,0.4040066777963272,1.0,0.807178631051753,1.0,0.6343906510851419,0.7170283806343907,0.5459098497495827,0.4582637729549249,0.0,1.0,1.0,0.40818030050083476,0.8647746243739567,0.7086811352253757,0.12687813021702837,0.4040066777963272,1.0,1.0,1.0,1.0,1.0,0.6343906510851419,0.7170283806343907,0.5459098497495827,1.0,1.0,0.8647746243739567,0.0
3,1.0,18.0,3.0,3.0,0.40818030050083476,0.7086811352253757,0.7328881469115192,1.0,0.9999999847700205,-0.5936438777471646,0.48998330550918195,0.40818030050083476,0.48998330550918195,0.7086811352253757,0.7328881469115192,0.6861435726210351,0.4666110183639399,0.42237061769616024,0.0,1.0,0.1669449081803005,0.5459098497495827,0.4582637729549249,0.0,1.0,0.0,0.40818030050083476,0.48998330550918195,0.7086811352253757,0.7328881469115192,0.6861435726210351,0.4666110183639399,1.0,0.0,0.06343906510851419,0.0,1.0,0.1669449081803005,0.5459098497495827,0.0,1.0,0.4908180300500835,1.0
4,1.0,21.0,1.0,0.0,0.40818030050083476,0.2036727879799666,0.4624373956594324,1.0,0.9999999992417439,-0.8380214006535528,0.5676126878130217,0.40818030050083476,0.5676126878130217,0.2036727879799666,0.4624373956594324,0.34056761268781294,0.4666110183639399,0.807178631051753,0.4941569282136895,0.0,0.40484140233722876,0.5459098497495827,0.4582637729549249,0.7979966611018364,1.0,0.4941569282136895,0.40818030050083476,0.5676126878130217,0.2036727879799666,0.4624373956594324,0.34056761268781294,0.4666110183639399,1.0,0.3998330550918197,1.0,0.4941569282136895,0.0,0.40484140233722876,0.5459098497495827,1.0,1.0,0.5676126878130217,1.0
5,1.0,6.0,3.0,1.0,0.40818030050083476,0.7086811352253757,0.4624373956594324,1.0,0.9975273768433653,-0.8672390593964245,0.045075125208681135,0.40818030050083476,0.045075125208681135,0.7086811352253757,0.4624373956594324,0.24123539232053423,1.0,1.0,0.4941569282136895,0.44073455759599334,1.0,0.5459098497495827,0.4582637729549249,0.0,1.0,0.4941569282136895,0.40818030050083476,0.045075125208681135,0.7086811352253757,0.4624373956594324,0.24123539232053423,1.0,1.0,0.0,1.0,0.4941569282136895,0.44073455759599334,1.0,0.5459098497495827,1.0,1.0,0.045075125208681135,1.0
6,1.0,48.0,3.0,0.0,0.40818030050083476,0.7086811352253757,0.10267111853088481,0.44407345575959933,1.0,-0.6523354904850387,0.9565943238731219,0.40818030050083476,0.9565943238731219,0.7086811352253757,0.10267111853088481,0.6227045075125208,0.4666110183639399,0.0,1.0,0.0,0.9148580968280468,0.5459098497495827,0.4582637729549249,0.0,1.0,1.0,0.40818030050083476,0.9565943238731219,0.7086811352253757,0.10267111853088481,0.6227045075125208,0.4666110183639399,0.44407345575959933,1.0,1.0,1.0,0.0,0.9148580968280468,0.5459098497495827,0.0,1.0,1.0,0.0
7,0.0,12.0,3.0,0.0,0.0,0.7086811352253757,0.7328881469115192,0.44407345575959933,0.9999938558253978,-0.8949189466265136,0.27378964941569284,0.0,0.27378964941569284,0.7086811352253757,0.7328881469115192,0.14357262103505844,0.13772954924874792,0.0,0.0,0.0,0.21452420701168615,0.5459098497495827,0.4582637729549249,0.0,1.0,0.0,0.0,0.27378964941569284,0.7086811352253757,0.7328881469115192,0.14357262103505844,0.13772954924874792,0.44407345575959933,0.3313856427378965,1.0,0.0,0.0,0.21452420701168615,0.5459098497495827,1.0,1.0,0.27378964941569284,1.0
8,0.0,48.0,3.0,1.0,0.0,0.7086811352253757,0.4624373956594324,0.44407345575959933,1.0,-0.20266547062215656,0.9565943238731219,0.0,0.9565943238731219,0.7086811352253757,0.4624373956594324,0.8797996661101837,0.0,0.42237061769616024,0.26961602671118534,0.44073455759599334,0.12771285475792987,0.5459098497495827,0.4582637729549249,0.0,1.0,0.26961602671118534,0.0,0.9565943238731219,0.7086811352253757,0.4624373956594324,0.8797996661101837,0.0,0.44407345575959933,1.0,1.0,0.26961602671118534,0.44073455759599334,0.12771285475792987,0.5459098497495827,0.0,1.0,1.0,0.0
9,3.0,9.0,1.0,0.0,1.0,0.2036727879799666,0.2420701168614357,0.25292153589315525,0.9998766054240137,-0.7349907092971102,0.12103505843071788,1.0,0.12103505843071788,0.2036727879799666,0.2420701168614357,0.5141903171953256,0.4666110183639399,1.0,0.4941569282136895,0.0,0.44323873121869783,0.5459098497495827,0.4582637729549249,0.0,1.0,0.4941569282136895,1.0,0.12103505843071788,0.2036727879799666,0.2420701168614357,0.5141903171953256,0.4666110183639399,0.25292153589315525,1.0,1.0,0.4941569282136895,0.0,0.44323873121869783,0.5459098497495827,0.0,1.0,0.12103505843071788,1.0
