,21,22,23,24,25,26,27,28,29,30,31,32,"2,28,15,3",33
0,28.0,1.0,4700.0,385.0,179.0,6.4,9.8,156781.0,63261.0,4.0,734.0,1629358.0,6.378323904044495e-06,75.0
1,3.0,0.0,601.0,65.0,41.0,3.0,4.4,114968.0,36935.0,1.4,2582.0,1820523.0,8.69807250713242e-06,82.0
2,2.0,2.0,2264.0,131.0,104.0,0.2,0.2,5816.0,20602.0,2.2,3116.0,1707682.0,0.000171939477303989,95.0
3,0.0,0.0,261.0,51.0,35.0,0.2,0.2,270982.0,20290.0,1.4,8318.0,1868621.0,3.6902820113513075e-06,97.0
4,2.0,0.0,453.0,43.0,36.0,2.2,2.2,136424.0,57700.0,2.0,6264.0,1853056.0,7.330088547469653e-06,89.0
5,11.0,0.0,4669.0,536.0,460.0,8.38,2.4,389919.0,19976.0,3.4,4130.0,1720584.0,2.56463521910961e-06,74.0
6,5.0,4.0,1568.0,68.0,102.0,0.2,0.2,42053.0,30000.0,1.5,313.0,1016542.0,2.3779516324637956e-05,92.0
7,2.0,0.0,2437.0,295.0,116.0,0.6,1.4,40305.0,22330.0,1.8,490.0,1097225.0,2.4810817516437167e-05,91.0
8,6.0,1.0,2414.0,249.0,163.0,1.2,3.6,583992.0,472149.0,167.0,89.0,10.0,1.7123522240030686e-06,0.0
9,4.0,3.0,1132.0,109.0,110.0,0.2,0.2,8668.0,42910.0,2.4,551.0,1533008.0,0.00011536686663590217,96.0
10,1.0,0.0,1283.0,125.0,445.0,0.2,0.2,17782.0,52520.0,2.4,829.0,1704290.0,5.623664379709819e-05,92.0
11,51.0,45.0,5244.0,478.0,430.0,7.2,4.0,203264.0,92352.0,3.6,2571.0,1644069.0,4.919710327455919e-06,76.0
12,44.0,62.0,1186.0,110.0,108.0,0.8,0.8,119701.0,57634.0,1.7,276.0,974613.0,8.354149088144628e-06,88.0
13,1.0,1.0,2021.0,93.0,96.0,0.2,0.2,105905.0,9499.0,2.0,630.0,1718893.0,9.442424814692413e-06,95.0
14,8.0,5.0,3209.0,191.0,123.0,1.6,2.2,289588.0,141211.0,5.4,1578.0,1640846.0,3.4531817616752077e-06,90.0
15,5.0,0.0,7763.0,1587.0,1532.0,5.0,1.4,1348324.0,1199088.0,1.0,663.0,1093842.0,7.416614997582184e-07,63.0
16,4.0,3.0,4571.0,441.0,362.0,0.6,1.99,469603.0,479822.0,2.0,586.0,1012072.0,2.129458287106343e-06,75.0
17,16.0,23.0,5071.0,148.0,139.0,0.8,0.4,21392.0,36057.0,1.2,582.0,1737030.0,4.674644727000748e-05,88.0
18,19.0,16.0,3002.0,194.0,123.0,1.8,2.2,300654.0,71750.0,2.4,1202.0,1014886.0,3.326082473541014e-06,83.0
19,80.0,89.0,2360.0,231.0,184.0,2.6,1.6,234714.0,46287.0,4.6,7774.0,1365789.0,4.260504273285786e-06,86.0
20,1.0,0.0,1817.0,181.0,132.0,0.4,0.6,320521.0,158073.0,1.6,132.0,1121385.0,3.119920379631912e-06,88.0
21,27.0,0.0,5461.0,176.0,115.0,6.4,18.4,107414.0,87502.0,3.4,134.0,1106838.0,9.309773400115442e-06,77.0
22,21.0,27.0,199.0,11.0,31.0,0.2,0.2,9439.0,24923.0,1.0,7911.0,1880848.0,0.00010594342621040364,97.0
23,3.0,0.0,4364.0,172.0,182.0,0.4,0.4,116745.0,177014.0,3.4,159.0,1619979.0,8.565677330934945e-06,87.0
24,26.0,39.0,1722.0,139.0,114.0,0.2,0.2,163304.0,47725.0,1.0,229.0,1016514.0,6.123548718953608e-06,91.0
25,55.0,75.0,3010.0,337.0,149.0,3.6,4.0,226170.0,131109.0,2.0,152.0,1073067.0,4.421452889419463e-06,81.0
26,2.0,1.0,483.0,36.0,65.0,0.8,0.6,10690.0,12182.0,1.2,7716.0,1871514.0,9.354536950420954e-05,95.0
27,2.0,1.0,638.0,74.0,49.0,1.8,2.0,8441.0,8438.0,1.8,711.0,1759778.0,0.00011846937566639024,88.0
28,82.0,2.0,4146.0,436.0,204.0,0.6,1.2,213852.0,125542.0,6.6,1149.0,1305397.0,4.676131156126667e-06,81.0
29,0.0,0.0,161.0,14.0,20.0,0.2,0.2,446.0,12219.0,1.0,7410.0,1865584.0,0.002242152466367713,98.0
30,3.0,2.0,1858.0,95.0,87.0,0.2,0.2,6700.0,52668.0,2.0,3174.0,1657160.0,0.00014925373134328358,95.0
31,68.0,52.0,1189.0,110.0,60.0,1.0,1.2,27373.0,23232.0,1.5,331.0,1023208.0,3.6532349395389616e-05,89.0
32,29.0,38.0,328.0,24.0,18.0,0.6,0.8,49477.0,8454.0,2.2,3435.0,1819314.0,2.0211411362855468e-05,96.0
33,2.0,1.0,2905.0,80.0,80.0,0.2,0.2,3086.0,4895.0,2.0,619.0,1443205.0,0.0003240440699935191,98.0
34,10.0,7.0,1323.0,101.0,112.0,0.4,0.4,62393.0,90762.0,2.6,284.0,1535160.0,1.60274389755261e-05,94.0
35,2.0,0.0,704.0,111.0,56.0,0.2,0.2,4696.0,9190.0,2.0,5847.0,1720984.0,0.00021294718909710392,96.0
36,19.0,2.0,3575.0,279.0,128.0,10.8,32.6,288291.0,40182.0,2.0,1443.0,1090662.0,3.4687173723772162e-06,63.0
37,4.0,0.0,2631.0,223.0,106.0,0.8,0.8,114906.0,25591.0,1.8,696.0,1109129.0,8.70276573895184e-06,90.0
38,182.0,199.0,1134.0,210.0,73.0,0.6,5.41,1011772.0,54133.0,1.0,429.0,1032951.0,9.883649676013964e-07,92.0
