,21,22,23,24,25,26,27,28,29,30,31,32,"2,29,10,3","2,30,10,3","2,21,10,3","2,22,10,3","2,23,10,3","2,24,10,3","2,25,10,3","2,26,10,3","2,27,10,3","2,28,10,3","2,31,10,3","2,2,29,10,3,10,3","2,2,30,10,3,10,3",33
0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,7.38,8.334999999999999,0.51,16.997899999999998,-1.650005191542437,-1.8036701420912604,-0.4236221630739137,-0.9999040997360539,-1.3200025084119664,-0.6579445454089262,-0.1679355439107186,-1.4929682601718166,-1.4618082203780567,-0.7059629788138742,-0.6152085285944839,-1.650005191542437,-1.8036701420912606,2.0
1,0.0,1.0,8.0,14.0,0.0,5.0,1.0,0.0,35.26,12.12,0.34,27.9993,1.8812535421521475,-1.3630930721191883,-1.3195873343460636,1.000095909461689,0.430765939748254,0.3556205543135752,-0.1679355439107186,0.9922137399577381,0.6840842636261665,-0.7059629788138742,-1.4941295641871912,1.8812535421521475,-1.3630930721191885,328.0
2,3.0,1.0,11.0,15.0,0.0,2.0,1.0,2.0,18.86,22.725,0.55,7.0015,-0.19595747766819627,-0.12866247051976262,1.368308179470386,1.000095909461689,1.3061501638283641,0.5004155685596469,-0.1679355439107186,-0.49889546011999475,0.6840842636261665,1.1260619042354703,-0.40840357904325847,-0.19595747766819624,-0.1286624705197629,287.0
3,3.0,1.0,10.0,13.0,0.0,5.0,1.0,0.0,22.96,26.515,0.37,26.0027,0.3233452772868899,0.31249660350775466,1.368308179470386,1.000095909461689,1.0143554224683273,0.21082554006750356,-0.1679355439107186,0.9922137399577381,0.6840842636261665,-0.7059629788138742,-1.3390258520237726,0.32334527728688994,0.3124966035077544,381.0
4,3.0,0.0,11.0,8.0,0.0,1.0,1.0,2.0,18.86,22.725,0.67,12.998,-0.19595747766819627,-0.12866247051976262,1.368308179470386,-0.9999040997360539,1.3061501638283641,-0.5131495311628546,-0.1679355439107186,-0.9959318601459056,0.6840842636261665,1.1260619042354703,0.21201126961041739,-0.19595747766819624,-0.1286624705197629,452.0
5,0.0,0.0,8.0,17.0,0.0,6.0,0.0,0.0,32.800000000000004,37.12,0.49,12.998,1.5696718891790966,1.5469272051071796,-1.3195873343460636,-0.9999040997360539,0.430765939748254,0.7900055970517901,-0.1679355439107186,1.489250139983649,-1.4618082203780567,-0.7059629788138742,-0.7186110033700966,1.5696718891790966,1.5469272051071794,383.0
6,1.0,0.0,1.0,4.0,0.0,6.0,0.0,3.0,7.38,9.85,0.55,11.0014,-1.650005191542437,-1.6273229132913423,-0.4236221630739137,-0.9999040997360539,-1.611797249772003,-1.092329588147141,-0.1679355439107186,1.489250139983649,-1.4618082203780567,2.0420743457601422,-0.40840357904325847,-1.650005191542437,-1.6273229132913425,1.0
7,2.0,1.0,5.0,18.0,0.0,4.0,1.0,0.0,30.34,32.575,0.3,12.998,1.2580902362060444,1.0178855187074265,0.4723430081982361,1.000095909461689,-0.4446182843318562,0.9348006112978617,-0.1679355439107186,0.49517733993182717,0.6840842636261665,-0.7059629788138742,-1.7009345137384166,1.2580902362060444,1.0178855187074263,785.0
8,2.0,1.0,6.0,9.0,0.0,2.0,1.0,2.0,21.32,25.0,0.72,16.997899999999998,0.11562417530485541,0.13614937470783672,0.4723430081982361,1.000095909461689,-0.15282354297181946,-0.36835451691678295,-0.1679355439107186,-0.49889546011999475,0.6840842636261665,1.1260619042354703,0.47051745654944865,0.11562417530485546,0.13614937470783645,335.0
9,3.0,1.0,10.0,3.0,0.0,1.0,1.0,2.0,22.96,26.515,0.73,16.997899999999998,0.3233452772868899,0.31249660350775466,1.368308179470386,1.000095909461689,1.0143554224683273,-1.2371246023932128,-0.1679355439107186,-0.9959318601459056,0.6840842636261665,1.1260619042354703,0.522218693937255,0.32334527728688994,0.3124966035077544,4.0
